collection_no,lng,lat,n_occs,early_interval,late_interval,max_ma,min_ma,cc,formation,stratgroup,member,zone,lithology1,environment,collection_size
29838,89,43.299999,5,Wuchiapingian,,259.9,254.17,CN,Taerlang,Taodonggou,,,,,
29839,112.400002,25,7,Changhsingian,,254.17,252.17,CN,Qiupo,,,,,,
29841,108.699997,28.799999,3,Anisian,,247.2,242,CN,Badong,,,,,,
29843,98.800003,28.5,5,Wuchiapingian,,259.9,254.17,CN,Longtan equiv.,,,,,,
29846,111,39.700001,18,Anisian,Ladinian,247.2,237,CN,Ermayong,,,,,,
29848,116.099998,24.299999,3,Changhsingian,,254.17,252.17,CN,Dalong,,,,,,
29849,114.199997,36.5,10,Capitanian,Wuchiapingian,265.1,254.17,CN,,,,,,,
29853,126.5,41.799999,10,Capitanian,Wuchiapingian,265.1,254.17,CN,,,,,,,
29855,112.300003,22.200001,6,Changhsingian,,254.17,252.17,CN,Shentang,,,,,,
29857,116.199997,40,5,Capitanian,Wuchiapingian,265.1,254.17,CN,Shuanquan,,,,,,
29859,125.900002,41.700001,2,Changhsingian,,254.17,252.17,CN,Shiqianfeng,,,,,,
29860,118.300003,39.599998,18,Capitanian,Wuchiapingian,265.1,254.17,CN,Guye,,,,,,
29861,119.599998,39.900002,11,Capitanian,Wuchiapingian,265.1,254.17,CN,Liujiangchun,,,,,,
29862,102.099998,25.1,30,Norian,,228,208.5,CN,,,,,,,
29863,110.599998,31,24,Norian,Rhaetian,228,201.3,CN,Shazhenxi,,,,,,
29865,119.599998,39.900002,3,Changhsingian,,254.17,252.17,CN,Heishanyao,,,,,,
29866,106.900002,39.700001,2,Carnian,Rhaetian,237,201.3,CN,Yanchang,,,,,,
29868,112.199997,37.799999,11,Capitanian,Wuchiapingian,265.1,254.17,CN,,,,,,,
29870,109.900002,35.200001,32,Capitanian,Wuchiapingian,265.1,254.17,CN,,,,,,,
29877,112.599998,24.700001,3,Anisian,Ladinian,247.2,237,CN,,Huangcha,,,,,
29878,105.699997,38.799999,17,Carnian,Rhaetian,237,201.3,CN,,,,,,,
29879,112.199997,31,11,Norian,Rhaetian,228,201.3,CN,Wanglongtan,,,,,,
29880,112,23,6,Carnian,Rhaetian,237,201.3,CN,,Xiaoyunwushan,,,,,
29881,112.199997,31,36,Carnian,,237,228,CN,Jiuligang,,,,,,
29882,112.800003,39.799999,6,Capitanian,Wuchiapingian,265.1,254.17,CN,,,,,,,
29883,111.699997,27.700001,14,Wuchiapingian,,259.9,254.17,CN,Longtan,,,,,,
29885,111.699997,35,14,Capitanian,Wuchiapingian,265.1,254.17,CN,,,,,,,
29887,113.300003,25.200001,13,Carnian,Rhaetian,237,201.3,CN,,Gangkou,,,,,
29888,128.899994,47.700001,18,Changhsingian,,254.17,252.17,CN,Hungshan,,,,,,
29889,129.5,44.599998,9,Capitanian,Wuchiapingian,265.1,254.17,CN,Wudaoling,,,,,,
29890,112.699997,22.9,18,Carnian,Rhaetian,237,201.3,CN,,Gangkou,,,,,
29892,116.300003,24.799999,14,Carnian,Rhaetian,237,201.3,CN,,Gangkou,,,,,
29895,113.300003,27,23,Wuchiapingian,,259.9,254.17,CN,Longtan,,,,,,
29897,128,47,17,Capitanian,Wuchiapingian,265.1,254.17,CN,Sanjoushan,,,,,,
29898,103.5,29.6,4,Wuchiapingian,,259.9,254.17,CN,Emeishan Basalt,,,,,,
29900,105.900002,32.400002,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,,,
29902,111.199997,38.5,2,Early Triassic,,252.17,247.2,CN,,,,,,,
29903,112.900002,37.099998,2,Carnian,Rhaetian,237,201.3,CN,Yanchang,,,,,,
29906,113,37,4,Carnian,,237,228,CN,,Tongchuan,,,,,
29909,112.900002,37.099998,6,Early Triassic,,252.17,247.2,CN,,,,,,,
29910,110.599998,24.700001,6,Wuchiapingian,,259.9,254.17,CN,Longtan,,,,,,
29912,108.599998,22,2,Lopingian,,259.9,252.17,CN,,,,,,,
29913,112.199997,32.5,5,Induan,,252.17,251.2,CN,,,,,,,
29914,101.699997,26.299999,17,Norian,,228,208.5,CN,,,,,,,
29916,99.099998,23.9,4,Carnian,,237,228,CN,,,,,,,
29917,117.199997,34.200001,5,Capitanian,Wuchiapingian,265.1,254.17,CN,,,,,,,
29918,111.199997,36.400002,3,Induan,,252.17,251.2,CN,,,,,,,
29919,112,36.400002,1,Early Triassic,,252.17,247.2,CN,,,,,,,
29920,112.900002,37.099998,3,Induan,,252.17,251.2,CN,,,,,,,
29921,112.900002,37.099998,3,Early Triassic,,252.17,247.2,CN,,,,,,,
29922,112.300003,37.299999,4,Induan,,252.17,251.2,CN,,,,,,,
29923,112.900002,37.099998,6,Induan,,252.17,251.2,CN,,,,,,,
29924,109.400002,24.299999,3,Changhsingian,,254.17,252.17,CN,Dalong,,,,,,
29925,112.300003,39,3,Ladinian,,242,237,CN,,,,,,,
29926,113.599998,37.400002,3,Anisian,,247.2,242,CN,,,,,,,
29927,110.699997,37,1,Anisian,,247.2,242,CN,,,,,,,
29928,112.599998,37.799999,7,Norian,Rhaetian,228,201.3,CN,,,,,,,
29930,109.199997,35.200001,4,Anisian,,247.2,242,CN,Zhifan,,,,,,
29931,99.5,35.5,4,Carnian,Rhaetian,237,201.3,CN,,Enlashan,,,,,
29932,81.599998,44.099998,3,Wuchiapingian,,259.9,254.17,CN,Tiemulike,,,,,,
29933,112.300003,39,3,Carnian,,237,228,CN,,,,,,,
29934,110.699997,37,6,Carnian,,237,228,CN,,,,,,,
29936,106.300003,32.200001,19,Norian,Rhaetian,228,201.3,CN,,,,,,,
29938,105.599998,38.799999,3,Capitanian,Wuchiapingian,265.1,254.17,CN,,,,,,,
29939,109.199997,35.200001,15,Ladinian,,242,237,CN,Tongchuan,,,,,,
29942,114.900002,28.200001,12,Wuchiapingian,,259.9,254.17,CN,Loping,,,,,,
29944,123.800003,41.200001,8,Capitanian,Wuchiapingian,265.1,254.17,CN,,,,,,,
29945,109.199997,35.200001,2,Carnian,,237,228,CN,,Huyiachura,,,,,
29946,109.199997,35.200001,6,Norian,,228,208.5,CN,Yongping,,,,,,
29950,108,34,5,Carnian,Rhaetian,237,201.3,CN,,,,,,,
29952,115.800003,28.200001,25,Wuchiapingian,,259.9,254.17,CN,Loping,,,,,,
29955,119.5,31.4,6,Wuchiapingian,,259.9,254.17,CN,Longtan,,,,,,
29956,95.699997,40.5,14,Lopingian,,259.9,252.17,CN,Fangshankou,,,,,,
29957,120.599998,31.299999,18,Wuchiapingian,,259.9,254.17,CN,Longtan,,,,,,
29958,120.400002,41.599998,4,Capitanian,Wuchiapingian,265.1,254.17,CN,,,,,,,
29959,120.800003,40.700001,7,Changhsingian,,254.17,252.17,CN,Shiqianfeng,,,,,,
29961,113.5,34.200001,27,Capitanian,Wuchiapingian,265.1,254.17,CN,,,,,,,
29963,94.800003,39.5,10,Lopingian,,259.9,252.17,CN,Hongyanjin,,,,,,
29964,119.800003,34,3,Wuchiapingian,,259.9,254.17,CN,Longtan,,,,,,
29966,98.400002,39.5,28,Changhsingian,,254.17,252.17,CN,Shichienfen,,,,,,
29972,102.199997,38.5,12,Changhsingian,,254.17,252.17,CN,Dagun,,,,,,
29973,117.699997,28.299999,27,Wuchiapingian,,259.9,254.17,CN,Wulinshan,,,,,,
29974,102.199997,38.5,14,Wuchiapingian,,259.9,254.17,CN,Hongqun,,,,,,
29975,106.599998,35.700001,7,Capitanian,Wuchiapingian,265.1,254.17,CN,,,,,,,
29979,120.800003,41,9,Induan,,252.17,251.2,CN,Hongqi,,,,,,
29980,120.800003,41,4,Ladinian,,242,237,CN,Houfulongshan,,,,,,
29981,119.400002,41.299999,43,Carnian,Rhaetian,237,201.3,CN,Laohugou,,,,,,
29983,113.300003,26.1,20,Norian,,228,208.5,CN,Yangmeilong,,,,,,
29984,123.699997,41.299999,33,Anisian,,247.2,242,CN,Linjia,,,,,,
29987,113.699997,43.799999,3,Lopingian,,259.9,252.17,CN,Baoeraokao,,,,,,
29990,102.800003,29,15,Norian,Rhaetian,228,201.3,CN,Baiguowan,,,,,,
29992,118.800003,32.099998,11,Carnian,Rhaetian,237,201.3,CN,Fanjiatang,,,,,,
29995,103.099998,28.299999,12,Norian,Rhaetian,228,201.3,CN,,,,,,,
30000,106.599998,26.200001,2,Changhsingian,,254.17,252.17,CN,Dalong,,,,,,
30002,105.900002,26.299999,2,Wuchiapingian,,259.9,254.17,CN,Longtan,,,,,,
30003,102.5,30,16,Norian,Rhaetian,228,201.3,CN,,,,,,,
30004,105.900002,26.299999,1,Changhsingian,,254.17,252.17,CN,Dalong,,,,,,
30005,104.800003,26.700001,11,Changhsingian,,254.17,252.17,CN,Wangjiazai,,,,,,
30006,108.300003,31,19,Norian,Rhaetian,228,201.3,CN,,,,,,,
30010,116.900002,45.5,4,Lopingian,,259.9,252.17,CN,Baoeraobao,,,,,,
30012,105.599998,25.4,17,Norian,,228,208.5,CN,,Huobachong,,,,,
30014,81.800003,41.799999,7,Anisian,Ladinian,247.2,237,CN,,,,,,,
30016,81.800003,41.799999,10,Carnian,Norian,237,208.5,CN,,,,,,,
30017,81.800003,41.799999,9,Changhsingian,,254.17,252.17,CN,Biyoulebaoguzhi,,,,,,
30021,97.199997,33,9,Carnian,Rhaetian,237,201.3,CN,,Jilga,,,,,
30023,102.5,28.299999,4,Norian,Rhaetian,228,201.3,CN,Baiguowan,,,,,,
30025,100,38,13,Carnian,Rhaetian,237,201.3,CN,,Mele,,,,,
30026,102.199997,26.6,22,Norian,Rhaetian,228,201.3,CN,Baiguowan,,,,,,
30028,101.5,26.9,33,Norian,Rhaetian,228,201.3,CN,Baoding,,,,,,
30029,101.5,26.9,16,Norian,,228,208.5,CN,,,,,,,
30030,101.800003,26.6,48,Norian,,228,208.5,CN,Daqiaode,,,,,,
30031,101.800003,26.6,2,Carnian,,237,228,CN,Binan,,,,,,
30032,101.800003,26.6,20,Norian,Rhaetian,228,201.3,CN,,,,,,,
30033,101.599998,27.5,13,Norian,Rhaetian,228,201.3,CN,Dongguauang,,,,,,
30034,101.599998,27.5,4,Norian,,228,208.5,CN,Boda,,,,,,
30037,84.800003,45.700001,3,Carnian,Norian,237,208.5,CN,,,,,,,
30039,94,32,10,Late Triassic,,237,201.3,CN,Tumaingela,,,,,,
30040,91.199997,33,18,Late Triassic,,237,201.3,CN,Tumaingela,,,,,,
30041,110.400002,19.299999,21,Early Triassic,,252.17,247.2,CN,,Lingwen,,,,,
30042,99.699997,28.9,23,Norian,,228,208.5,CN,Lamaya,,,,,,
30043,84.800003,45.700001,16,Anisian,Ladinian,247.2,237,CN,,,,,,,
30045,100.300003,31,20,Norian,,228,208.5,CN,,,,,,,
30047,106.699997,37.799999,4,Carnian,Rhaetian,237,201.3,CN,,Yanchang,,,,,
30049,106.400002,38.200001,5,Capitanian,Wuchiapingian,265.1,254.17,CN,,,,,,,
30052,105.800003,29.299999,32,Norian,Rhaetian,228,201.3,CN,,,,,,,
30057,118.099998,36.799999,15,Capitanian,Wuchiapingian,265.1,254.17,CN,,,,,,,
30062,97.199997,31.1,32,Norian,,228,208.5,CN,Bagong,,Duogaila,,,,
30063,97.5,30.799999,15,Norian,,228,208.5,CN,Bagong,,Duogaila,,,,
30064,98.300003,31,32,Norian,,228,208.5,CN,Bagong,,Duogaila,,,,
30066,90.300003,35.200001,6,Carnian,Rhaetian,237,201.3,CN,,,,,,,
30069,90.400002,44.700001,9,Changhsingian,,254.17,252.17,CN,,Lower Cangfanggou,,,,,
30071,90.400002,44.700001,14,Wuchiapingian,,259.9,254.17,CN,Pingdiquan,Upper Jijicao,,,,,
30074,98.5,36.799999,17,Carnian,Rhaetian,237,201.3,CN,,Mele,,,,,
30076,100.199997,30,51,Norian,,228,208.5,CN,Lamaya,,,,,,
30078,123.199997,47.299999,13,Capitanian,Wuchiapingian,265.1,254.17,CN,Sunjiafeng,,,,,,
30079,104.599998,29.5,8,Norian,Rhaetian,228,201.3,CN,,,,,,,
30082,117.199997,35.099998,5,Capitanian,Wuchiapingian,265.1,254.17,CN,,,,,,,
30083,85.199997,44,4,Anisian,Ladinian,247.2,237,CN,,,,,,,
30084,85.699997,43.900002,9,Changhsingian,,254.17,252.17,CN,Wutonggou,Cangfanggou,,,,,
30092,88,44.200001,3,Carnian,Norian,237,208.5,CN,,,,,,,
30094,88.199997,44.200001,6,Anisian,Ladinian,247.2,237,CN,,,,,,,
30095,89,43.900002,22,Changhsingian,,254.17,252.17,CN,,Lower Cangfanggou,,,,,
30096,100.5,35.299999,16,Carnian,Rhaetian,237,201.3,CN,,Babarshan,,,,,
30098,116.699997,24.700001,17,Wuchiapingian,,259.9,254.17,CN,Cuipingshan,,,,,,
30132,81.900002,23.799999,12,Early Triassic,,252.17,247.2,IN,Nidhpuri,,,,,,
30134,81.199997,23,7,Early Triassic,,252.17,247.2,IN,Parsora,,,,,,
30180,81.199997,23.700001,7,Norian,,228,208.5,IN,Tiki,,,,,,
30181,81.300003,23.799999,10,Norian,,228,208.5,IN,Tiki,,,,,,
30187,49.599998,36.400002,8,Norian,Rhaetian,228,201.3,IR,Kalariz Suite,Shemshak,,,,,
30188,49.599998,36.400002,13,Norian,Rhaetian,228,201.3,IR,Laleband Suite,Shemshak,,,,,
30189,58.700001,28.9,7,Ladinian,Norian,242,208.5,IR,Kadir Suite,Shemshak,,,,,
30190,46.700001,37,8,Ladinian,Norian,242,208.5,IR,Kadir Suite,Shemshak,,,,,
30192,57.099998,30.299999,16,Carnian,Rhaetian,237,201.3,IR,Lower Tokhradzhekh Suite,,,,,,
30194,40,33,6,Capitanian,Wuchiapingian,265.1,254.17,IQ,Ga'ara Sandstone,,,,,,
30201,141.800003,38.799999,2,Early Triassic,,252.17,247.2,JP,,,,,,,
30205,133.5,34.799999,87,Norian,Rhaetian,228,201.3,JP,,,,,,,
30209,131.199997,34.200001,90,Carnian,,237,228,JP,,,,,,,
30210,131.199997,34.200001,25,Ladinian,,242,237,JP,,,,,,,
30211,141,37,7,Capitanian,Wuchiapingian,265.1,254.17,JP,Kashiwadaira,Takakurayama,,,,,
30214,84.800003,47.5,16,Norian,Rhaetian,228,201.3,,,,,,,,
30215,80.400002,43.299999,15,Ladinian,Carnian,242,228,,,,,,,,
30260,126.800003,36.200001,9,Norian,,228,208.5,KR,Amisan,,,,,,
30261,126.800003,36.200001,9,Norian,,228,208.5,KR,Amisan,,,,,,
30262,127,38,11,Norian,,228,208.5,KR,Tongjin,,,,,,
30263,127,38,11,Norian,,228,208.5,KR,Tongjin,,,,,,
30264,128.100006,36.700001,13,Carnian,Rhaetian,237,201.3,KR,Hanalri,,,,,,
30265,128.100006,36.700001,13,Carnian,Rhaetian,237,201.3,KR,Hanalri,,,,,,
30269,77,42.099998,31,Norian,Rhaetian,228,201.3,KG,,,,,,,
30270,74.5,41.700001,26,Norian,Rhaetian,228,201.3,KG,,,,,,,
30273,70.199997,39.799999,56,Ladinian,Carnian,242,228,KG,,,,,,,
30280,45.299999,-18.799999,17,Capitanian,Wuchiapingian,265.1,254.17,MG,Lower Sakamena,Sakamena,,,,,
30281,45.700001,-20.4,18,Capitanian,Wuchiapingian,265.1,254.17,MG,Lower Sakamena,Sakamena,,,,,
30282,45.400002,-22.5,7,Capitanian,Wuchiapingian,265.1,254.17,MG,Lower Sakamena,Sakamena,,,,,
30284,44.599998,-23.6,4,Capitanian,Wuchiapingian,265.1,254.17,MG,Lower Sakamena,Sakamena,,,,,
30289,103.699997,1.8,28,Capitanian,Wuchiapingian,265.1,254.17,MY,,,,,,,
30290,110.199997,1.3,14,Carnian,,237,228,MY,,,,,,,
30297,104,48.099998,9,Anisian,Ladinian,247.2,237,MN,,,,,,,
30298,109.5,47.299999,18,Carnian,Rhaetian,237,201.3,MN,,,,,,,
30299,109.800003,48.599998,10,Carnian,Rhaetian,237,201.3,MN,,,,,,,
30300,113.300003,48.799999,9,Carnian,Rhaetian,237,201.3,MN,,,,,,,
30301,109.800003,48.200001,6,Carnian,Rhaetian,237,201.3,MN,,,,,,,
30302,102.599998,47.900002,9,Anisian,Ladinian,247.2,237,MN,,,,,,,
30303,103.599998,48.299999,7,Carnian,Rhaetian,237,201.3,MN,,,,,,,
30304,106.300003,46.299999,8,Carnian,Rhaetian,237,201.3,MN,,,,,,,
30318,110.400002,47.799999,26,Capitanian,Changhsingian,265.1,252.17,MN,Uldzinskaya Suite,,Upper,,,,
30337,102.199997,43.400002,70,Wuchiapingian,Changhsingian,259.9,252.17,MN,Noyansomonskaya Suite,,,,,,
30339,105.400002,43.599998,33,Capitanian,Wuchiapingian,265.1,254.17,MN,Coal Suite,,,,,,
30366,133,43.200001,12,Capitanian,Wuchiapingian,265.1,254.17,RU,Upper Barabashkaya Suite,,,,,,
30398,89.699997,67.099998,9,Early Triassic,,252.17,247.2,RU,Dvuroginskaya Suite,,,,,,
30403,44.900002,44.700001,1,Early Triassic,Anisian,252.17,242,RU,Kumanskaya Suite,,,,,,
30415,56.200001,65.400002,13,Early Triassic,Middle Triassic,252.17,237,RU,Vyatkinskaya Suite,Bolshesininskaya Series,,,,,
30416,112.699997,74.900002,23,Carnian,,237,228,RU,,Kuldiminskaya Series,,,,,
30422,134.5,62.599998,7,Late Triassic,,237,201.3,RU,Sandstone-conglomerate Suite,,,,,,
30447,112.699997,74.900002,2,Early Triassic,,252.17,247.2,RU,Tsvetkovomisskaya Suite,,,,,,
30450,45,45,1,Induan,,252.17,251.2,RU,,,,,,,
30454,53.700001,51.700001,11,Ladinian,Carnian,242,228,RU,Bukobaiskaya Suite,,,,,,
30455,53.700001,51.700001,28,Ladinian,,242,237,RU,Kuroshasaisbaya Suite,,,,,,
30456,103.5,62.200001,2,Induan,,252.17,251.2,RU,,,,,,,
30457,103.5,62.200001,5,Early Triassic,,252.17,247.2,RU,,,,,,,
30458,103.5,62.200001,4,Early Triassic,,252.17,247.2,RU,,,,,,,
30464,90,68,8,Induan,,252.17,251.2,RU,,,,,,,
30465,90,68,22,Early Triassic,,252.17,247.2,RU,,,,,,,
30466,90,68,11,Early Triassic,,252.17,247.2,RU,,,,,,,
30470,101.5,66,2,Induan,,252.17,251.2,RU,,,,,,,
30471,101.5,66,10,Early Triassic,,252.17,247.2,RU,,,,,,,
30481,93.5,68,14,Early Triassic,,252.17,247.2,RU,,,,,,,
30482,93.5,68,16,Early Triassic,,252.17,247.2,RU,,,,,,,
30484,86.5,54.5,36,Induan,,252.17,251.2,RU,,,,,,,
30487,98,64,4,Induan,,252.17,251.2,RU,,,,,,,
30488,98,64,19,Early Triassic,,252.17,247.2,RU,,,,,,,
30489,98,64,9,Early Triassic,,252.17,247.2,RU,,,,,,,
30490,98,64,28,Early Triassic,,252.17,247.2,RU,,,,,,,
30495,109,65.5,5,Induan,,252.17,251.2,RU,,,,,,,
30500,40.5,44,1,Induan,,252.17,251.2,RU,,,,,,,
30505,60,67,2,Induan,,252.17,251.2,RU,,,,,,,
30509,46.799999,48.200001,1,Early Triassic,,252.17,247.2,RU,,,,,,,
30510,45,45,35,Norian,Rhaetian,228,201.3,RU,,,,,,,
30511,132,43.5,60,Carnian,Norian,237,208.5,RU,,,,,,,
30512,132,43.5,1,Early Triassic,,252.17,247.2,RU,,,,,,,
30524,127,68,6,Norian,,228,208.5,RU,Kibitigasskaya Suite,,,,,,
30525,127,68,7,Induan,,252.17,251.2,RU,Taganozhinskaya Suite,,,,,,
30537,93,65.599998,5,Early Triassic,,252.17,247.2,RU,,,,,,,
30545,126.5,69.099998,19,Induan,,252.17,251.2,RU,Lower Syurbelyakhskaya Suite,,,,,,
30546,126.5,69.099998,12,Anisian,,247.2,242,RU,Lower Talbonskaya Suite,,,,,,
30547,126.5,69.099998,12,Carnian,,237,228,RU,,,,,,,
30548,42.5,57.299999,3,Carnian,,237,228,RU,,,,,,,
30559,93.900002,73.5,11,Early Triassic,,252.17,247.2,RU,,,,,,,
30573,118.800003,63.200001,24,Capitanian,Wuchiapingian,265.1,254.17,RU,Taragaiskaya Suite,,,,,,
30602,95.599998,64.099998,8,Early Triassic,,252.17,247.2,RU,Nidimskaya Suite,,,,,,
30619,121.800003,63.400002,22,Wuchiapingian,,259.9,254.17,RU,Taragaiskaya Suite,,,,,,
30687,46.900002,60.799999,21,Changhsingian,,254.17,252.17,RU,,,,,,,
30688,44.799999,59.799999,18,Changhsingian,,254.17,252.17,RU,,,,,,,
30689,45.900002,60.700001,18,Wuchiapingian,,259.9,254.17,RU,,,,,,,
30690,48.299999,61.200001,13,Changhsingian,,254.17,252.17,RU,,,,,,,
30691,44.799999,58.900002,3,Changhsingian,,254.17,252.17,RU,,,,,,,
30692,46.700001,58.5,5,Changhsingian,,254.17,252.17,RU,,,,,,,
30693,48.900002,58.599998,6,Changhsingian,,254.17,252.17,RU,,,,,,,
30696,83.099998,73.199997,17,Early Triassic,,252.17,247.2,RU,,,,,,,
30697,93.699997,73.300003,6,Wuchiapingian,Changhsingian,259.9,252.17,RU,Zverinskaya Suite,,,,,,
30698,83.900002,72.800003,7,Wuchiapingian,Changhsingian,259.9,252.17,RU,Zverinskaya Suite,,,,,,
30721,57.400002,65,6,Changhsingian,,254.17,252.17,RU,Bizovskaya Suite,,,,,,
30724,58.599998,65.800003,11,Anisian,Ladinian,247.2,237,RU,Keryamaelskaya Suite,,,,,,
30737,45,45,80,Carnian,Rhaetian,237,201.3,RU,,Zurmutinskaya Series,,,,,
30742,112.699997,74.900002,31,Carnian,Norian,237,208.5,RU,,Nemtsovskaya Series,,,,,
30794,44.900002,44.700001,38,Norian,Rhaetian,228,201.3,RU,,,,,,,
30799,52.200001,71.300003,45,Capitanian,Wuchiapingian,265.1,254.17,RU,Shadrovskaya Suite,,,,,,
30804,61.900002,56.700001,7,Early Triassic,,252.17,247.2,RU,Bichurskaya Suite,Turinskaya Series,,,,,
30811,89.699997,67.099998,8,Capitanian,Changhsingian,265.1,252.17,RU,Dvuroginskaya Suite,,,,,,
30812,89.699997,67.099998,17,Capitanian,Changhsingian,265.1,252.17,RU,Avamskaya Suite,,,,,,
30813,89.699997,67.099998,7,Capitanian,Changhsingian,265.1,252.17,RU,Khakanchanskaya Suite,,,,,,
30818,112.699997,74.900002,17,Carnian,,237,228,RU,Kuldiminskaya Suite,,,,,,
30819,112.699997,74.900002,16,Norian,,228,208.5,RU,Nemtsovskaya Suite,,,,,,
30820,112.800003,73.599998,5,Ladinian,,242,237,RU,Gurimisskaya Suite,,,,,,
30823,61.400002,54.900002,15,Norian,Rhaetian,228,201.3,RU,Kalachevskaya Suite,Chelyabinskaya Series,,,,,
30824,61.400002,54.900002,18,Norian,Rhaetian,228,201.3,RU,Korkinskaya Suite,Chelyabinskaya Series,,,,,
30825,61.400002,54.900002,14,Norian,Rhaetian,228,201.3,RU,Kozirevskaya Suite,Chelyabinskaya Series,,,,,
30830,87.099998,51.5,53,Carnian,Rhaetian,237,201.3,RU,,,,,,,
30874,45.400002,60.599998,7,Capitanian,Wuchiapingian,265.1,254.17,RU,,,,,,,
30875,57.700001,64.5,60,Capitanian,Wuchiapingian,265.1,254.17,RU,,,,,,,
30876,57.799999,64.900002,40,Capitanian,Wuchiapingian,265.1,254.17,RU,,,,,,,
30877,58.400002,65.199997,53,Capitanian,Wuchiapingian,265.1,254.17,RU,,,,,,,
30878,59.200001,66.099998,31,Capitanian,Wuchiapingian,265.1,254.17,RU,,,,,,,
30879,60.200001,67.199997,58,Capitanian,Wuchiapingian,265.1,254.17,RU,,,,,,,
30880,53.200001,67.599998,11,Capitanian,Wuchiapingian,265.1,254.17,RU,,,,,,,
30881,64.5,68.199997,40,Capitanian,Wuchiapingian,265.1,254.17,RU,,,,,,,
30882,53.5,61.900002,4,Capitanian,Wuchiapingian,265.1,254.17,RU,,,,,,,
30883,62.599998,68.599998,48,Capitanian,Wuchiapingian,265.1,254.17,RU,,,,,,,
30884,50,64.400002,5,Capitanian,Wuchiapingian,265.1,254.17,RU,,,,,,,
30885,57.299999,64,30,Capitanian,Wuchiapingian,265.1,254.17,RU,,,,,,,
30886,44,26.5,6,Lopingian,,259.9,252.17,SA,Khuff,,Midhnab Shales,,,,
30887,43.900002,26.4,7,Lopingian,,259.9,252.17,SA,Khuff,,Lower,,,,
30890,27.799999,-26.299999,19,Lopingian,,259.9,252.17,ZA,Karoo,,,,,,
30894,41.599998,37.099998,3,Anisian,Ladinian,247.2,237,SY,,,,,,,
30898,71.900002,38,42,Norian,Rhaetian,228,201.3,TJ,,,,,,,
30899,70.400002,38.299999,1,Anisian,,247.2,242,TJ,,,,,,,
30900,70.400002,38.299999,6,Ladinian,Carnian,242,228,TJ,,,,,,,
30902,70.5,40.200001,22,Ladinian,Carnian,242,228,TJ,,,,,,,
30903,73.199997,38.5,37,Norian,Rhaetian,228,201.3,TJ,,,,,,,
30905,74.400002,38.200001,9,Norian,Rhaetian,228,201.3,TJ,,,,,,,
30906,74.300003,38.400002,3,Norian,Rhaetian,228,201.3,TJ,,,,,,,
30907,73.699997,38.200001,17,Norian,Rhaetian,228,201.3,TJ,,,,,,,
30908,72.800003,38.200001,5,Norian,Rhaetian,228,201.3,TJ,,,,,,,
30910,73,38.700001,23,Norian,Rhaetian,228,201.3,TJ,,,,,,,
30940,39.099998,-5.1,8,Lopingian,,259.9,252.17,TZ,Middle Tanga,Beaufort?,,,,,
30943,101.599998,17.5,11,Capitanian,Wuchiapingian,265.1,254.17,TH,,,,,,,
30944,101.099998,16.4,19,Capitanian,Wuchiapingian,265.1,254.17,TH,,,,,,,
30947,102,16.6,8,Norian,,228,208.5,TH,Huai Hin Lat,,,,,,
30949,40.200001,38.200001,15,Wuchiapingian,,259.9,254.17,TR,,,,,,,
30952,38,49,62,Norian,,228,208.5,UA,Garazhovka,,,,,,
30953,38,49,23,Carnian,,237,228,UA,,,,,,,
30954,38,49,81,Norian,Rhaetian,228,201.3,UA,,,,,,,
30982,107.099998,20.9,13,Norian,,228,208.5,VN,,,,,,,
30989,33,-10.5,7,Lopingian,,259.9,252.17,ZM,Upper Madumabisa Mudstone,Beaufort,,,,,
30996,27.200001,-17.9,2,Wuchiapingian,Changhsingian,259.9,252.17,ZW,Upper Madumabisa Mudstone,,,,,,
31290,10.1,45.866669,26,Carnian,,237,228,IT,Gorno,,,,marl,lagoonal,650 specimens
31310,5.316667,45.25,15,Middle Triassic,,247.2,237,FR,,,,,not reported,terrestrial indet.,
31312,4.3,46.966667,2,Middle Triassic,,247.2,237,FR,,,,,,terrestrial indet.,
31341,165,-84,13,Early Triassic,Middle Triassic,252.17,237,AA,Fremouw,,,,sandstone,,
31342,165,-84,33,Late Triassic,,237,201.3,AA,Fremouw,,,,coal,,
31351,48.216667,-14.55,39,Nammalian,,252.17,247.2,MG,,,,,"""shale""",lagoonal,
31353,29.27861,71.159721,33,Griesbachian,,252.17,251.3,NO,,,,Lundbladispora obsoleta - Tympanicysta stoschiana Assemblage Zone,sandstone,estuary/bay,
31354,29.27861,71.159721,34,Griesbachian,,252.17,251.3,NO,,,,Lundbladispora obsoleta - Tympanicysta stoschiana Assemblage Zone,sandstone,estuary/bay,
31355,29.27861,71.159721,23,Griesbachian,,252.17,251.3,NO,,,,Lundbladispora obsoleta - Tympanicysta stoschiana Assemblage Zone,sandstone,estuary/bay,
31356,29.27861,71.159721,19,Griesbachian,,252.17,251.3,NO,,,,Lundbladispora obsoleta - Tympanicysta stoschiana Assemblage Zone,sandstone,estuary/bay,
31357,29.27861,71.159721,20,Griesbachian,,252.17,251.3,NO,,,,Lundbladispora obsoleta - Tympanicysta stoschiana Assemblage Zone,sandstone,estuary/bay,
31358,29.27861,71.159721,41,Griesbachian,,252.17,251.3,NO,,,,Lundbladispora obsoleta - Tympanicysta stoschiana Assemblage Zone,sandstone,estuary/bay,
